area,fraud_ip
Новокузнецк,5.8.29.150
Рязань,5.8.29.151
Москва,5.8.29.152
Ростов-на-Дону,5.8.29.153
Петрозаводск,5.8.29.154
Ульяновск,5.8.29.155
Махачкала,5.8.29.156
Хабаровск,5.8.29.157
Калуга,5.8.29.158
Пенза,5.8.29.159
Екатеринбург,5.8.29.160
Тюмень,5.8.29.161
Липецк,5.8.29.162
Барнаул,5.8.29.163
Омск,5.8.29.164
Иваново,5.8.29.165
Санкт-Петербург,5.8.29.166
Вологда,5.8.29.167
Самара,5.8.29.168
Челябинск,5.8.29.169
Оренбург,5.8.29.170
Комсомольск-на-Амуре,5.8.29.171
Пермь,5.8.29.172
Чита,5.8.29.173
Калининград,5.8.29.174
Саратов,5.8.29.175
Братск,5.8.29.176
Красноярск,5.8.29.177
Ярославль,5.8.29.178
Казань,5.8.29.179
Смоленск,5.8.29.180
Курск,5.8.29.181
Нижний Новгород,5.8.29.182
Курган,5.8.29.183
Кострома,5.8.29.184
Волжский,5.8.29.185
Череповец,5.8.29.186
Владивосток,5.8.29.187
Архангельск,5.8.29.188
Новосибирск,5.8.29.189
Владикавказ,5.8.29.190
Уфа,5.8.29.191
Чебоксары,5.8.29.192
Ижевск,5.8.29.193
Орёл,5.8.29.194
Волгоград,5.8.29.195
Ставрополь,5.8.29.196
Томск,5.8.29.197
Нижний Тагил,5.8.29.198
Саранск,5.8.29.199
Тольятти,5.8.29.200
Якутск,5.8.29.201
Киров,5.8.29.202
Улан-Удэ,5.8.29.203
Тула,5.8.29.204
Севастополь,5.8.29.205
Брянск,5.8.29.206
Таганрог,5.8.29.207
Сочи,5.8.29.208
Грозный,5.8.29.209
Йошкар-Ола,5.8.29.210
Белгород,5.8.29.211
Нижневартовск,5.8.29.212
Магнитогорск,5.8.29.213
Краснодар,5.8.29.214
Воронеж,5.8.29.215
Мурманск,5.8.29.216
Кемерово,5.8.29.217
Иркутск,5.8.29.218
Тверь,5.8.29.219
Симферополь,5.8.29.220
Сургут,5.8.29.221
Тамбов,5.8.29.222
Стерлитамак,5.8.29.223
Набережные Челны,5.8.29.224
Астрахань,5.8.29.225
Владимир,5.8.29.226
Новокузнецк,5.8.29.227
Рязань,5.8.29.228
Москва,5.8.29.229
Ростов-на-Дону,5.8.29.230
Петрозаводск,5.8.29.231
Ульяновск,5.8.29.232
Махачкала,5.8.29.233
Хабаровск,5.8.29.234
Калуга,5.8.29.235
Пенза,5.8.29.236
Екатеринбург,5.8.29.237
Тюмень,5.8.29.238
Липецк,5.8.29.239
Барнаул,5.8.29.240
Омск,5.8.29.241
Иваново,5.8.29.242
Санкт-Петербург,5.8.29.243
Вологда,5.8.29.244
Самара,5.8.29.245
Челябинск,5.8.29.246
Оренбург,5.8.29.247
Комсомольск-на-Амуре,5.8.29.248
Пермь,5.8.29.249
Чита,5.8.29.250
Калининград,5.8.29.251
Саратов,5.8.29.252
Братск,5.8.29.253
Красноярск,5.8.29.254
Ярославль,5.8.29.255
Казань,5.8.30.0
Смоленск,5.8.30.1
Курск,5.8.30.2
Нижний Новгород,5.8.30.3
Курган,5.8.30.4
Кострома,5.8.30.5
Волжский,5.8.30.6
Череповец,5.8.30.7
Владивосток,5.8.30.8
Архангельск,5.8.30.9
Новосибирск,5.8.30.10
Владикавказ,5.8.30.11
Уфа,5.8.30.12
Чебоксары,5.8.30.13
Ижевск,5.8.30.14
Орёл,5.8.30.15
Волгоград,5.8.30.16
Ставрополь,5.8.30.17
Томск,5.8.30.18
Нижний Тагил,5.8.30.19
Саранск,5.8.30.20
Тольятти,5.8.30.21
Якутск,5.8.30.22
Киров,5.8.30.23
Улан-Удэ,5.8.30.24
Тула,5.8.30.25
Севастополь,5.8.30.26
Брянск,5.8.30.27
Таганрог,5.8.30.28
Сочи,5.8.30.29
Грозный,5.8.30.30
Йошкар-Ола,5.8.30.31
Белгород,5.8.30.32
Нижневартовск,5.8.30.33
Магнитогорск,5.8.30.34
Краснодар,5.8.30.35
Воронеж,5.8.30.36
Мурманск,5.8.30.37
Кемерово,5.8.30.38
Иркутск,5.8.30.39
Тверь,5.8.30.40
Симферополь,5.8.30.41
Сургут,5.8.30.42
Тамбов,5.8.30.43
Стерлитамак,5.8.30.44
Набережные Челны,5.8.30.45
Астрахань,5.8.30.46
Владимир,5.8.30.47
Новокузнецк,5.8.30.48
Рязань,5.8.30.49
Москва,5.8.30.50
Ростов-на-Дону,5.8.30.51
Петрозаводск,5.8.30.52
Ульяновск,5.8.30.53
Махачкала,5.8.30.54
Хабаровск,5.8.30.55
Калуга,5.8.30.56
Пенза,5.8.30.57
Екатеринбург,5.8.30.58
Тюмень,5.8.30.59
Липецк,5.8.30.60
Барнаул,5.8.30.61
Омск,5.8.30.62
Иваново,5.8.30.63
Санкт-Петербург,5.8.30.64
Вологда,5.8.30.65
Самара,5.8.30.66
Челябинск,5.8.30.67
Оренбург,5.8.30.68
Комсомольск-на-Амуре,5.8.30.69
Пермь,5.8.30.70
Чита,5.8.30.71
Калининград,5.8.30.72
Саратов,5.8.30.73
Братск,5.8.30.74
Красноярск,5.8.30.75
Ярославль,5.8.30.76
Казань,5.8.30.77
Смоленск,5.8.30.78
Курск,5.8.30.79
Нижний Новгород,5.8.30.80
Курган,5.8.30.81
Кострома,5.8.30.82
Волжский,5.8.30.83
Череповец,5.8.30.84
Владивосток,5.8.30.85
Архангельск,5.8.30.86
Новосибирск,5.8.30.87
Владикавказ,5.8.30.88
Уфа,5.8.30.89
Чебоксары,5.8.30.90
Ижевск,5.8.30.91
Орёл,5.8.30.92
Волгоград,5.8.30.93
Ставрополь,5.8.30.94
Томск,5.8.30.95
Нижний Тагил,5.8.30.96
Саранск,5.8.30.97
Тольятти,5.8.30.98
Якутск,5.8.30.99
Киров,5.8.30.100
Улан-Удэ,5.8.30.101
Тула,5.8.30.102
Севастополь,5.8.30.103
Брянск,5.8.30.104
Таганрог,5.8.30.105
Сочи,5.8.30.106
Грозный,5.8.30.107
Йошкар-Ола,5.8.30.108
Белгород,5.8.30.109
Нижневартовск,5.8.30.110
Магнитогорск,5.8.30.111
Краснодар,5.8.30.112
Воронеж,5.8.30.113
Мурманск,5.8.30.114
Кемерово,5.8.30.115
Иркутск,5.8.30.116
Тверь,5.8.30.117
Симферополь,5.8.30.118
Сургут,5.8.30.119
Тамбов,5.8.30.120
Стерлитамак,5.8.30.121
Набережные Челны,5.8.30.122
Астрахань,5.8.30.123
Владимир,5.8.30.124
Новокузнецк,5.8.30.125
Рязань,5.8.30.126
Москва,5.8.30.127
Ростов-на-Дону,5.8.30.128
Петрозаводск,5.8.30.129
Ульяновск,5.8.30.130
Махачкала,5.8.30.131
Хабаровск,5.8.30.132
Калуга,5.8.30.133
Пенза,5.8.30.134
Екатеринбург,5.8.30.135
Тюмень,5.8.30.136
Липецк,5.8.30.137
Барнаул,5.8.30.138
Омск,5.8.30.139
Иваново,5.8.30.140
Санкт-Петербург,5.8.30.141
Вологда,5.8.30.142
Самара,5.8.30.143
Челябинск,5.8.30.144
Оренбург,5.8.30.145
Комсомольск-на-Амуре,5.8.30.146
Пермь,5.8.30.147
Чита,5.8.30.148
Калининград,5.8.30.149
Саратов,5.8.30.150
Братск,5.8.30.151
Красноярск,5.8.30.152
Ярославль,5.8.30.153
Казань,5.8.30.154
Смоленск,5.8.30.155
Курск,5.8.30.156
Нижний Новгород,5.8.30.157
Курган,5.8.30.158
Кострома,5.8.30.159
Волжский,5.8.30.160
Череповец,5.8.30.161
Владивосток,5.8.30.162
Архангельск,5.8.30.163
Новосибирск,5.8.30.164
Владикавказ,5.8.30.165
Уфа,5.8.30.166
Чебоксары,5.8.30.167
Ижевск,5.8.30.168
Орёл,5.8.30.169
Волгоград,5.8.30.170
Ставрополь,5.8.30.171
Томск,5.8.30.172
Нижний Тагил,5.8.30.173
Саранск,5.8.30.174
Тольятти,5.8.30.175
Якутск,5.8.30.176
Киров,5.8.30.177
Улан-Удэ,5.8.30.178
Тула,5.8.30.179
Севастополь,5.8.30.180
Брянск,5.8.30.181
Таганрог,5.8.30.182
Сочи,5.8.30.183
Грозный,5.8.30.184
Йошкар-Ола,5.8.30.185
Белгород,5.8.30.186
Нижневартовск,5.8.30.187
Магнитогорск,5.8.30.188
Краснодар,5.8.30.189
Воронеж,5.8.30.190
Мурманск,5.8.30.191
Кемерово,5.8.30.192
Иркутск,5.8.30.193
Тверь,5.8.30.194
Симферополь,5.8.30.195
Сургут,5.8.30.196
Тамбов,5.8.30.197
Стерлитамак,5.8.30.198
Набережные Челны,5.8.30.199
Астрахань,5.8.30.200
Владимир,5.8.30.201
Новокузнецк,5.8.30.202
Рязань,5.8.30.203
Москва,5.8.30.204
Ростов-на-Дону,5.8.30.205
Петрозаводск,5.8.30.206
Ульяновск,5.8.30.207
Махачкала,5.8.30.208
Хабаровск,5.8.30.209
Калуга,5.8.30.210
Пенза,5.8.30.211
Екатеринбург,5.8.30.212
Тюмень,5.8.30.213
Липецк,5.8.30.214
Барнаул,5.8.30.215
Омск,5.8.30.216
Иваново,5.8.30.217
Санкт-Петербург,5.8.30.218
Вологда,5.8.30.219
Самара,5.8.30.220
Челябинск,5.8.30.221
Оренбург,5.8.30.222
Комсомольск-на-Амуре,5.8.30.223
Пермь,5.8.30.224
Чита,5.8.30.225
Калининград,5.8.30.226
Саратов,5.8.30.227
Братск,5.8.30.228
Красноярск,5.8.30.229
Ярославль,5.8.30.230
Казань,5.8.30.231
Смоленск,5.8.30.232
Курск,5.8.30.233
Нижний Новгород,5.8.30.234
Курган,5.8.30.235
Кострома,5.8.30.236
Волжский,5.8.30.237
Череповец,5.8.30.238
Владивосток,5.8.30.239
Архангельск,5.8.30.240
Новосибирск,5.8.30.241
Владикавказ,5.8.30.242
Уфа,5.8.30.243
Чебоксары,5.8.30.244
Ижевск,5.8.30.245
Орёл,5.8.30.246
Волгоград,5.8.30.247
Ставрополь,5.8.30.248
Томск,5.8.30.249
Нижний Тагил,5.8.30.250
Саранск,5.8.30.251
Тольятти,5.8.30.252
Якутск,5.8.30.253
Киров,5.8.30.254
Улан-Удэ,5.8.30.255
Тула,5.8.31.0
Севастополь,5.8.31.1
Брянск,5.8.31.2
Таганрог,5.8.31.3
Сочи,5.8.31.4
Грозный,5.8.31.5
Йошкар-Ола,5.8.31.6
Белгород,5.8.31.7
Нижневартовск,5.8.31.8
Магнитогорск,5.8.31.9
Краснодар,5.8.31.10
Воронеж,5.8.31.11
Мурманск,5.8.31.12
Кемерово,5.8.31.13
Иркутск,5.8.31.14
Тверь,5.8.31.15
Симферополь,5.8.31.16
Сургут,5.8.31.17
Тамбов,5.8.31.18
Стерлитамак,5.8.31.19
Набережные Челны,5.8.31.20
Астрахань,5.8.31.21
Владимир,5.8.31.22
Новокузнецк,5.8.31.23
Рязань,5.8.31.24
Москва,5.8.31.25
Ростов-на-Дону,5.8.31.26
Петрозаводск,5.8.31.27
Ульяновск,5.8.31.28
Махачкала,5.8.31.29
Хабаровск,5.8.31.30
Калуга,5.8.31.31
Пенза,5.8.31.32
Екатеринбург,5.8.31.33
Тюмень,5.8.31.34
Липецк,5.8.31.35
Барнаул,5.8.31.36
Омск,5.8.31.37
Иваново,5.8.31.38
Санкт-Петербург,5.8.31.39
Вологда,5.8.31.40
Самара,5.8.31.41
Челябинск,5.8.31.42
Оренбург,5.8.31.43
Комсомольск-на-Амуре,5.8.31.44
Пермь,5.8.31.45
Чита,5.8.31.46
Калининград,5.8.31.47
Саратов,5.8.31.48
Братск,5.8.31.49
Красноярск,5.8.31.50
Ярославль,5.8.31.51
Казань,5.8.31.52
Смоленск,5.8.31.53
Курск,5.8.31.54
Нижний Новгород,5.8.31.55
Курган,5.8.31.56
Кострома,5.8.31.57
Волжский,5.8.31.58
Череповец,5.8.31.59
Владивосток,5.8.31.60
Архангельск,5.8.31.61
Новосибирск,5.8.31.62
Владикавказ,5.8.31.63
Уфа,5.8.31.64
Чебоксары,5.8.31.65
Ижевск,5.8.31.66
Орёл,5.8.31.67
Волгоград,5.8.31.68
Ставрополь,5.8.31.69
Томск,5.8.31.70
Нижний Тагил,5.8.31.71
Саранск,5.8.31.72
Тольятти,5.8.31.73
Якутск,5.8.31.74
Киров,5.8.31.75
Улан-Удэ,5.8.31.76
Тула,5.8.31.77
Севастополь,5.8.31.78
Брянск,5.8.31.79
Таганрог,5.8.31.80
Сочи,5.8.31.81
Грозный,5.8.31.82
Йошкар-Ола,5.8.31.83
Белгород,5.8.31.84
Нижневартовск,5.8.31.85
Магнитогорск,5.8.31.86
Краснодар,5.8.31.87
Воронеж,5.8.31.88
Мурманск,5.8.31.89
Кемерово,5.8.31.90
Иркутск,5.8.31.91
Тверь,5.8.31.92
Симферополь,5.8.31.93
Сургут,5.8.31.94
Тамбов,5.8.31.95
Стерлитамак,5.8.31.96
Набережные Челны,5.8.31.97
Астрахань,5.8.31.98
Владимир,5.8.31.99
Новокузнецк,5.8.31.100
Рязань,5.8.31.101
Москва,5.8.31.102
Ростов-на-Дону,5.8.31.103
Петрозаводск,5.8.31.104
Ульяновск,5.8.31.105
Махачкала,5.8.31.106
Хабаровск,5.8.31.107
Калуга,5.8.31.108
Пенза,5.8.31.109
Екатеринбург,5.8.31.110
Тюмень,5.8.31.111
Липецк,5.8.31.112
Барнаул,5.8.31.113
Омск,5.8.31.114
Иваново,5.8.31.115
Санкт-Петербург,5.8.31.116
Вологда,5.8.31.117
Самара,5.8.31.118
Челябинск,5.8.31.119
Оренбург,5.8.31.120
Комсомольск-на-Амуре,5.8.31.121
Пермь,5.8.31.122
Чита,5.8.31.123
Калининград,5.8.31.124
Саратов,5.8.31.125
Братск,5.8.31.126
Красноярск,5.8.31.127
Ярославль,5.8.31.128
Казань,5.8.31.129
Смоленск,5.8.31.130
Курск,5.8.31.131
Нижний Новгород,5.8.31.132
Курган,5.8.31.133
Кострома,5.8.31.134
Волжский,5.8.31.135
Череповец,5.8.31.136
Владивосток,5.8.31.137
Архангельск,5.8.31.138
Новосибирск,5.8.31.139
Владикавказ,5.8.31.140
Уфа,5.8.31.141
Чебоксары,5.8.31.142
Ижевск,5.8.31.143
Орёл,5.8.31.144
Волгоград,5.8.31.145
Ставрополь,5.8.31.146
Томск,5.8.31.147
Нижний Тагил,5.8.31.148
Саранск,5.8.31.149
Тольятти,5.8.31.150
Якутск,5.8.31.151
Киров,5.8.31.152
Улан-Удэ,5.8.31.153
Тула,5.8.31.154
Севастополь,5.8.31.155
Брянск,5.8.31.156
Таганрог,5.8.31.157
Сочи,5.8.31.158
Грозный,5.8.31.159
Йошкар-Ола,5.8.31.160
Белгород,5.8.31.161
Нижневартовск,5.8.31.162
Магнитогорск,5.8.31.163
Краснодар,5.8.31.164
Воронеж,5.8.31.165
Мурманск,5.8.31.166
Кемерово,5.8.31.167
Иркутск,5.8.31.168
Тверь,5.8.31.169
Симферополь,5.8.31.170
Сургут,5.8.31.171
Тамбов,5.8.31.172
Стерлитамак,5.8.31.173
Набережные Челны,5.8.31.174
Астрахань,5.8.31.175
Владимир,5.8.31.176
Новокузнецк,5.8.31.177
Рязань,5.8.31.178
Москва,5.8.31.179
Ростов-на-Дону,5.8.31.180
Петрозаводск,5.8.31.181
Ульяновск,5.8.31.182
Махачкала,5.8.31.183
Хабаровск,5.8.31.184
Калуга,5.8.31.185
Пенза,5.8.31.186
Екатеринбург,5.8.31.187
Тюмень,5.8.31.188
Липецк,5.8.31.189
Барнаул,5.8.31.190
Омск,5.8.31.191
Иваново,5.8.31.192
Санкт-Петербург,5.8.31.193
Вологда,5.8.31.194
Самара,5.8.31.195
Челябинск,5.8.31.196
Оренбург,5.8.31.197
Комсомольск-на-Амуре,5.8.31.198
Пермь,5.8.31.199
Чита,5.8.31.200
Калининград,5.8.31.201
Саратов,5.8.31.202
Братск,5.8.31.203
Красноярск,5.8.31.204
Ярославль,5.8.31.205
Казань,5.8.31.206
Смоленск,5.8.31.207
Курск,5.8.31.208
Нижний Новгород,5.8.31.209
Курган,5.8.31.210
Кострома,5.8.31.211
Волжский,5.8.31.212
Череповец,5.8.31.213
Владивосток,5.8.31.214
Архангельск,5.8.31.215
Новосибирск,5.8.31.216
Владикавказ,5.8.31.217
Уфа,5.8.31.218
Чебоксары,5.8.31.219
Ижевск,5.8.31.220
Орёл,5.8.31.221
Волгоград,5.8.31.222
Ставрополь,5.8.31.223
Томск,5.8.31.224
Нижний Тагил,5.8.31.225
Саранск,5.8.31.226
Тольятти,5.8.31.227
Якутск,5.8.31.228
Киров,5.8.31.229
Улан-Удэ,5.8.31.230
Тула,5.8.31.231
Севастополь,5.8.31.232
Брянск,5.8.31.233
Таганрог,5.8.31.234
Сочи,5.8.31.235
Грозный,5.8.31.236
Йошкар-Ола,5.8.31.237
Белгород,5.8.31.238
Нижневартовск,5.8.31.239
Магнитогорск,5.8.31.240
Краснодар,5.8.31.241
Воронеж,5.8.31.242
Мурманск,5.8.31.243
Кемерово,5.8.31.244
